i_DS10,7260
i_DS20,7260
i_ES40,11230
i_GS160,33290
i_GS320,60110
i_GS80,19170
i_400,2980
i_4100,11230
i_A410,8400
i_A510,19280
i_A520,29150
i_N4010,24220
i_N4020,34030
i_N4030,41460
i_N4040,48830
i_4ML10,2550
i_4ML20,4280
i_4UL20,5130
i_4UL30,7580
i_4UL40,14400
i_4UL50,23490
i_XKPlus,9760
i_XL,9760
i_XLPlus,16220
i_XM,3460
i_XMPlus,6520
i_6610Plus,25130
i_6620Plus,33660
i_6630Plus,38850
i_6660Plus,51790
i_2000,4820
